Nombre de la Institución o Empresa,Sector,Entidad Federativa
"FUNDACION ALIADOS EN LA SALUD, ASOCIACION CIVIL",SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL,CIUDAD DE MÉXICO
"RED DE INVESTIGADORES EDUCATIVOS CHIHUAHUA, A.C.",SERVICIOS PROFESIONALES CIENTIFICOS Y TECNICOS,CHIHUAHUA
INSTITUTO PARA LA PLANEACION DEL DESARROLLO A. C.,SERVICIOS PROFESIONALES CIENTIFICOS Y TECNICOS,CIUDAD DE MÉXICO
"ASOCIACION DE MAQUILADORAS DE MATAMOROS, AC",OTROS SERVICIOS EXCEPTO ACTIVIDADES DEL GOBIERNO,TAMAULIPAS
"PATRONATO DEL PARQUE ECOLOGICO DE XOCHIMILCO, A.C.",SERVICIOS PROFESIONALES CIENTIFICOS Y TECNICOS,CIUDAD DE MÉXICO
"INSTITUTO LATINOAMERICANO DE PEDAGOGIA CRITICA, A.C.",SERVICIOS EDUCATIVOS,CHIHUAHUA
UNA NUEVA ESPERANZA ASOCIACION DE BENEFIENCIA PRIVADA,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL,PUEBLA
"ESPECIES, SOCIEDAD Y HÁBITAT, A. C.",SERVICIOS PROFESIONALES CIENTIFICOS Y TECNICOS,NUEVO LEÓN
OBSERVATORIO DE LA JUSTICIA AC,SERVICIOS PROFESIONALES CIENTIFICOS Y TECNICOS,CIUDAD DE MÉXICO
SOCIEDAD MEXICANA DE INGENIERIA ESTRUCTURAL A.C,CONSTRUCCION,CIUDAD DE MÉXICO
"SOCIEDAD MEXICANA DE INGENIERÍA MECÁNICA, A.C.",OTROS SERVICIOS EXCEPTO ACTIVIDADES DEL GOBIERNO,CIUDAD DE MÉXICO
"CABRERA AQUINO,ZAIN",FABRICACION DE MAQUINARIA Y EQUIPO PARA LAS INDUSTRIAS MANUFACTURERAS EXCEPTO LA METALMECANICA,QUERÉTARO
"MARTINEZ LOZANO,FLAVIO GERARDO",CULTIVO EN INVERNADEROS Y VIVEROS Y FLORICULTURA,CHIHUAHUA
"ESCARCEGA RODRIGUEZ,SERGIO",ACUICULTURA ANIMAL,MICHOACÁN DE OCAMPO
"FERNANDEZ SILVA,PEDRO",SERVICIOS DE CONSULTORIA EN COMPUTACION,HIDALGO
"SEVILLA MORALES,JOSE FERNANDO",CENTROS PARA LA ATENCION DE PACIENTES QUE NO REQUIEREN HOSPITALIZACION,GUANAJUATO
"SALDAÑA MALDONADO,MANUEL",FABRICACION DE PRODUCTOS FARMACEUTICOS,MORELOS
"SANTILLAN ESQUIVEL,ARMANDO",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,COAHUILA DE ZARAGOZA
"NARVAEZ MASTACHE,JOSE MANUEL",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,DURANGO
"CHAVELA SANCHEZ,PAULINA GUADALUPE",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,TABASCO
"HERNANDEZ SUAREZ,CARLOS MOISES",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,COLIMA
"GARZA GUZMAN,JOSE ADALBERTO",OTRAS INDUSTRIAS ALIMENTARIAS,NUEVO LEÓN
"CHAVEZ VIDALES,JESUS",GENERACION TRANSMISION Y SUMINISTRO DE ENERGIA ELECTRICA,GUANAJUATO
"BECERRIL CHAVEZ,FERNANDO",ELABORACION DE PRODUCTOS LACTEOS,GUANAJUATO
"GUILLEN CAMPOS,JAVIER",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,MÉXICO
"DIAZ MORENO,JOSE AURELIO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,ZACATECAS
"ANAYA MOSQUEDA,ALFONSO",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,CIUDAD DE MÉXICO
"CASTELLANOS SUAREZ,ELODIA",SERVICIOS DE PUBLICIDAD Y ACTIVIDADES RELACIONADAS,GUANAJUATO
"SALDÍVAR VALLEJO,MIGUEL ANGEL",FABRICACION DE ESTRUCTURAS METALICAS Y PRODUCTOS DE HERRERIA,TAMAULIPAS
"FONSECA MENESES,ICOQUIH",FABRICACION DE EQUIPO Y MATERIAL PARA USO MEDICO DENTAL Y PARA LABORATORIO,MÉXICO
"MALDONADO ORDOÑEZ,ANGEL MIGUEL",OTRAS INDUSTRIAS MANUFACTURERAS,MÉXICO
"DE LA TORRE HIDALGO,EDUARDO",COMERCIO AL POR MENOR DE ALIMENTOS,PUEBLA
"CABRERA CONTRERAS,MARCO POLO",SERVICIOS RELACIONADOS CON LA AGRICULTURA,MÉXICO
"ADAME GONZALEZ,MARCO ANTONIO",FABRICACION DE MAQUINARIA Y EQUIPO PARA LAS INDUSTRIAS MANUFACTURERAS EXCEPTO LA METALMECANICA,MÉXICO
"ORTIZ FLORES,VICTOR HUGO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,BAJA CALIFORNIA
"REVERTE VERA,ULISES ANFION",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,MÉXICO
"RAMOS DURON,LUIS ERNESTO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,CIUDAD DE MÉXICO
"AYALA BLANCO,HECTOR",CAPTACION TRATAMIENTO Y SUMINISTRO DE AGUA,QUINTANA ROO
"ZAVALA GOMÉZ,JOSUÉ ISRAEL",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,YUCATÁN
"PUEBLA MARQUEZ,ROGELIO",EDIFICACION RESIDENCIAL,CHIHUAHUA
"MADRIGAL RODRIGUEZ,HUMBERTO DE JESUS",SERVICIOS DE ARQUITECTURA  INGENIERIA Y ACTIVIDADES RELACIONADAS,JALISCO
"VILLEGAS BARRERA,JUAN JOSE",OTRAS INDUSTRIAS MANUFACTURERAS,QUERÉTARO
"CARRILLO BELTRAN,MONICA",SERVICIOS DE APOYO A LA EDUCACION,BAJA CALIFORNIA
"HERNANDEZ MENDOZA,MAURICIO LEONARDO",FABRICACION DE PRODUCTOS DE PLASTICO,GUANAJUATO
"HEREDIA PINEDA,FELICIANO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,COAHUILA DE ZARAGOZA
"PEREZ CAZARES,MARTHA TERESA",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,SONORA
"CHACON AGUILAR,DARINKA ISABEL",COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO PARA LOS SERVICIOS Y PARA ACTIVIDADES COMERCIALES,CHIAPAS
"HEREDIA COUOH,MARIA EVA",SERVICIOS DE LIMPIEZA,PUEBLA
"SIMON HERNANDEZ,JUAN ANTONIO SALVADOR",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,PUEBLA
"RODRIGUEZ DEYTZ,HOMERO",EDIFICACION RESIDENCIAL,COAHUILA DE ZARAGOZA
"SALAS GARCIA,JAVIER",FABRICACION DE COMPONENTES ELECTRONICOS,MÉXICO
"ARAUJO SALAZAR,GERARDO MARTIN",SERVICIOS DE CONSULTORIA EN COMPUTACION,NUEVO LEÓN
"ROBLES BUSTAMANTE,MERCEDES DEL CARMEN",INTERMEDIACION AL POR MENOR,CHIAPAS
"AZPE FIMBRES,CARLOS JESUS",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,SONORA
"LOZANO VILLAGRANA,JORGE MIGUEL",FABRICACION DE OTROS EQUIPOS Y ACCESORIOS ELECTRICOS,COAHUILA DE ZARAGOZA
"GONZALEZ LOPEZ,LUZ CELIA",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,PUEBLA
"ROMAN TALAMANTES,MARIO",EDIFICACION RESIDENCIAL,CHIHUAHUA
"DIAZ INFANTE GONZALEZ,EDUARDO",CONSULTORIOS MEDICOS,GUANAJUATO
"MUJICA VILAR,GUILLERMO RAUL",FABRICACION DE PRODUCTOS DE PLASTICO,MORELOS
"CERVANTES MENA,JUAN JOSÉ",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,AGUASCALIENTES
"AGUILAR OSORIO,RICARDO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,NUEVO LEÓN
"GARCIA FRAGOSO,RICARDO",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,MÉXICO
"PASTRANA RENDON,EUGENIO MARTIN",OTROS CULTIVOS,OAXACA
"LUNA UGALDE,MARIA IVONNE",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,GUANAJUATO
"CENTENO TAPIA,IRMA PAULINA",FABRICACION DE PARTES PARA VEHICULOS AUTOMOTORES,GUANAJUATO
"PÉREZ MONSRREAL,JOSÉ ROGELIO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,YUCATÁN
"ARELLANO MUÑOZ,MARCELA",FABRICACION DE COMPONENTES ELECTRONICOS,PUEBLA
"BUSTOS TORRES,DAVID",FABRICACION DE COMPONENTES ELECTRONICOS,SAN LUIS POTOSÍ
"HEINDORF,CLAUDIA",FABRICACION DE PRODUCTOS DE PLASTICO,SAN LUIS POTOSÍ
"CARDENAS FUENTES,ANA CARMEN",AGENCIAS DE VIAJES Y SERVICIOS DE RESERVACIONES,MORELOS
"LOPEZ ROSAS,ALEJANDRO",MINERIA DE MINERALES METALICOS,NUEVO LEÓN
"ZAZUETA FÉLIX,MARIO GUADALUPE",OTRAS INDUSTRIAS ALIMENTARIAS,SINALOA
"TORRES SANDOVAL,ERIK JESÚS",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,CIUDAD DE MÉXICO
"ZAZUETA PALAZUELOS,JESUS JAIME",COMERCIO AL POR MAYOR DE MATERIAS PRIMAS PARA LA INDUSTRIA,SINALOA
"CORNEJO HERNANDEZ,ANGEL FERNANDO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"ZUÑIGA ZEPEDA,MARISOL CELESTE",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,VERACRUZ DE IGNACIO DE LA LLAVE
"QUINONES ESCAMILLA,JOSE VICENTE",SERVICIOS DE CONSULTORIA EN COMPUTACION,DURANGO
"AGUIRRE GONZALEZ,ISIDRO ERNESTO",FABRICACION DE JABONES LIMPIADORES Y PREPARACIONES DE TOCADOR,DURANGO
"PINEDA CAMACHO,MARÍA GUADALUPE",FABRICACION DE PRODUCTOS DE PLASTICO,MÉXICO
"FRANCO MANZANILLA,ELÍAS JAVIER",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,YUCATÁN
"DOMINGUEZ GARCIA,JESUS ISMAEL",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,CHIHUAHUA
"CASTAÑEDA MEZQUITA,CRISEL",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,PUEBLA
"MENDOZA VIZCAINO,FRANCISCO JAVIER",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,JALISCO
"LANGARICA ROMERO,JAIME IGNACIO",CREACION Y DIFUSION DE CONTENIDO EXCLUSIVAMENTE A TRAVES DE INTERNET,CIUDAD DE MÉXICO
"AGUILAR AGUILAR,JOSE RAFAEL",FABRICACION DE PRODUCTOS DE PLASTICO,MÉXICO
"PIÑON VILLEGAS,LORENZO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,CHIHUAHUA
"TOME GARCIA,MARIA EUGENIA",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,YUCATÁN
"CLEMENTE SALINAS,BRUNO JEAN ROGER",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,MÉXICO
"LIZARRAGA BLANCHETH,ANTONIO DE JESUS",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,SINALOA
"LARA CASTRO,MIGUEL",SERVICIOS DE ARQUITECTURA  INGENIERIA Y ACTIVIDADES RELACIONADAS,VERACRUZ DE IGNACIO DE LA LLAVE
"CORNEJO MURGA,MIGUEL ANGEL",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"SEVILLA CANDELAS,LUIS FERNANDO",OTROS CONSULTORIOS PARA EL CUIDADO DE LA SALUD,GUANAJUATO
"GARCIA CUEVAS,JORGE EDGARDO",COMERCIO AL POR MENOR DE ALIMENTOS,AGUASCALIENTES
"ESPARZA MENDEZ,JANETH",CONFECCION DE PRENDAS DE VESTIR,SAN LUIS POTOSÍ
"SOSA RENTERIA,LUIS",COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA TLAPALERIA Y VIDRIOS,CHIHUAHUA
"SANTACRUZ HERNANDEZ,CESAR ADRIAN",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,CHIHUAHUA
"ORTIZ CABO,JORGE",SERVICIOS DE ARQUITECTURA  INGENIERIA Y ACTIVIDADES RELACIONADAS,PUEBLA
"PEREZ LIZCANO,MILTON TONY",SERVICIOS RELACIONADOS CON LA AGRICULTURA,MÉXICO
"PINEDA PINEDA,JUSTINIANO",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,MÉXICO
"NAVARRO QUIROZ,MIGUEL",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"PEREZ HERNANDEZ,RODRIGO RAUL",ESCUELAS DE EDUCACION SUPERIOR,BAJA CALIFORNIA
"SOLIS AGUIRRE,CARLOS FEDERICO",DIRECCION DE CORPORATIVOS Y EMPRESAS,CIUDAD DE MÉXICO
"TZINTZUN CAMACHO,OLIVIA",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,BAJA CALIFORNIA
"SIMON DOMINGUEZ,JAVIER ANTONIO",OTROS TRABAJOS ESPECIALIZADOS PARA LA CONSTRUCCION,YUCATÁN
"RUIZ CORTES,LUIS ERNESTO",OTRAS INDUSTRIAS ALIMENTARIAS,PUEBLA
"VILLAGRANA ONTIVEROS,JUAN RAUL",FABRICACION DE CALZADO,GUANAJUATO
"GARCIA RODRIGUEZ,GILBERTO",SERVICIOS DE CONSULTORIA EN COMPUTACION,CHIHUAHUA
"DE LA CRUZ HERNANDEZ,FRANCISCO",AUTOTRANSPORTE DE CARGA ESPECIALIZADO,TABASCO
"VAZQUEZ CISNEROS,CARLOS VLADIMIR",FABRICACION DE PRODUCTOS DE PLASTICO,MÉXICO
"KREBS .,MARCELO ENRIQUE",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,CIUDAD DE MÉXICO
"VALLES ROMERO,JOSÈ ANTONIO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,CIUDAD DE MÉXICO
"ALVAREZ ORTEGA,MARIO ANDREI",FABRICACION DE COMPONENTES ELECTRONICOS,MÉXICO
"LUNA RODRIGUEZ,ANDRES GERARDO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,JALISCO
"MESTA FALOMIR,JOAQUIN",SERVICIOS RELACIONADOS CON LOS SEGUROS Y LAS FIANZAS,CHIHUAHUA
"RAMIREZ MUÑOZ,MARIO ALBERTO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,CIUDAD DE MÉXICO
"HERNANDEZ HERNANDEZ,AMEYALI",SERVICIOS RELACIONADOS CON LA AGRICULTURA,MÉXICO
"NAVA MOCTEZUMA,BERNARDO",COMERCIO AL POR MAYOR DE ALIMENTOS Y ABARROTES,CHIAPAS
"YUEN PALOS,RICARDO ANTONIO",CONSULTORIOS MEDICOS,GUANAJUATO
"ARELLANO REYES,MARCIAL",EDIFICACION RESIDENCIAL,MÉXICO
"DE LA CRUZ LUCIANO,FRANCISCO",AUTOTRANSPORTE DE CARGA ESPECIALIZADO,TABASCO
"VALDEZ SALAS,ERNESTO ALONSO",CENTROS PARA LA ATENCION DE PACIENTES QUE NO REQUIEREN HOSPITALIZACION,BAJA CALIFORNIA
"ESPINOZA ARCE,AXEL DEMETRIO",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,SINALOA
"TRUJILLO GALEANA,CUAUHTEMOC",SERVICIOS RELACIONADOS CON LA AGRICULTURA,MÉXICO
"RANGEL JURADO,YAZMIN",MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACION,GUERRERO
"ESPINOSA CASTELLANOS,JOSE ENRIQUE DE JESUS",CONSULTORIOS DENTALES,HIDALGO
"SANTOS GARCÍA,DAVID MARIANO",GENERACION TRANSMISION Y SUMINISTRO DE ENERGIA ELECTRICA,MÉXICO
"RODRIGUEZ GALVEZ,JESUS EDUARDO",FABRICACION DE OTROS PRODUCTOS METALICOS,DURANGO
"CELIS SALAS,JORGE ARMANDO",COMERCIO AL POR MAYOR DE ALIMENTOS Y ABARROTES,SINALOA
"AJA LEYVA,HERIBERTO",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,SONORA
"ZAVALA HUCHIN,YENNI MINERVA",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,CHIAPAS
"BALDERAS MORENO,MIGUEL ANGEL",ELABORACION DE PRODUCTOS DE PANADERIA Y TORTILLAS,DURANGO
"HILERIO DE LA CRUZ,JOSE JANOBER",SERVICIOS RELACIONADOS CON LA INTERMEDIACION CREDITICIA,CHIAPAS
"GÓMEZ PINEDA,ENRIQUE",DIRECCION DE CORPORATIVOS Y EMPRESAS,MÉXICO
"MARTINEZ LERMA,RAFAEL",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,DURANGO
"CASTAÑEDA ESCOBAR,LIZBETH ANGELICA",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,VERACRUZ DE IGNACIO DE LA LLAVE
"CEDILLO SERANO,MARTIN ARMANDO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,SINALOA
"TORRES HERNANDEZ,MARIA DEL ROCIO",COMERCIO AL POR MAYOR DE MATERIALES DE DESECHO,MÉXICO
"CERVANTES LUJAN,ARBOLINDA",REPARACION Y MANTENIMIENTO DE MAQUINARIA Y EQUIPO AGROPECUARIO INDUSTRIAL COMERCIAL Y DE SERVICIOS,CHIHUAHUA
"ESPITIA GUTIERREZ,NALLELY SARAY",OTROS SERVICIOS EDUCATIVOS,BAJA CALIFORNIA
"MASTRANZO RODRIGUEZ,ISRAEL",SERVICIOS DE SATELITES,PUEBLA
"HERNANDEZ CHAVEZ,CESAR",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,CIUDAD DE MÉXICO
"RODRIGUEZ MARTINEZ,OCTAVIO",SERVICIOS DE CONSULTORIA EN COMPUTACION,TAMAULIPAS
"GARCÍA MUÑOZ,JESÚS IVÁN",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,CHIHUAHUA
"DE LA SERNA TUYA,ANDRES SAUL",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,PUEBLA
"MONTAÑEZ VARELA,RITO GERARDO",MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACION,MÉXICO
"LOPEZ DAVILA,LUIS ENRIQUE",FABRICACION DE EQUIPO AEROESPACIAL,TAMAULIPAS
"LEYVA PEREZ,ELSA ALEIDA",SERVICIOS LEGALES,CIUDAD DE MÉXICO
"PEREZMITRE CRUZ,CESAR ULISES",COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA TLAPALERIA Y VIDRIOS,PUEBLA
"GARZÓN TRINIDAD,SERGIO JUSTINO",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,MÉXICO
"AVALOS LIRA,EDUARDO",SERVICIOS DE APOYO A LA EDUCACION,CIUDAD DE MÉXICO
"RAMOS ESCAMILLA,MARÍA DE JESÚS",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"GARCIA VAZQUEZ,MARTHA ELENA DE LA CRUZ",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"GOMEZ ALVAREZ,ENRIQUE ARTURO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,JALISCO
"JUAREZ GARCIA DE LEON,LUIS ANTONIO",SERVICIOS DE ARQUITECTURA  INGENIERIA Y ACTIVIDADES RELACIONADAS,MÉXICO
"INCERA NIEMBRO,MARIA DEL ROCIO",OTROS SERVICIOS EDUCATIVOS,CIUDAD DE MÉXICO
"BERMÚDEZ GARZA RAMOS,GUILLERMO VIRGILIO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"MAY BAEZA,JORGE JOAQUIN",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,QUINTANA ROO
"SANSÓN FIGUEROA,JESÚS",CREACION Y DIFUSION DE CONTENIDO EXCLUSIVAMENTE A TRAVES DE INTERNET,MÉXICO
"MARTINEZ GONZALEZ,SERGIO",SERVICIOS DE APOYO A LA EDUCACION,NAYARIT
"ZAMORA ARELLANO,FRANCISCO",SERVICIOS DE ARQUITECTURA  INGENIERIA Y ACTIVIDADES RELACIONADAS,BAJA CALIFORNIA
"VARGUEZ COUOH,NALLELY LIMAURY",HOSPITALES DE OTRAS ESPECIALIDADES MEDICAS,QUINTANA ROO
"CASTRO PEREZ,ELEAZAR NICOLAS",INTERMEDIACION AL POR MENOR,CIUDAD DE MÉXICO
"URIBE CRUZ,OMAR",FABRICACION DE COMPONENTES ELECTRONICOS,YUCATÁN
"LLERENAS PICON,XIMENA",SERVICIOS DE APOYO A LA EDUCACION,GUANAJUATO
"QUIROZ ENNIS,MARTHA ROSSANA",OTROS SERVICIOS EDUCATIVOS,GUANAJUATO
"RAYNAL REYGADAS,ALVARO JOSE",OTROS CULTIVOS,CHIHUAHUA
"DI CASTRO STRINGHER,ANDREA",INDUSTRIA FILMICA Y DEL VIDEO,CIUDAD DE MÉXICO
"VARGUEZ RAMIREZ,MILAGROS",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,QUINTANA ROO
"ARROYO JIMENEZ,GERARDO",OTROS SERVICIOS DE APOYO A LOS NEGOCIOS,MORELOS
"VILLEGAS OTERO,FERNANDO",SERVICIOS DE APOYO A LA EDUCACION,CIUDAD DE MÉXICO
"SOBERÓN CUETO,WALDO",FABRICACION DE OTROS PRODUCTOS DE MADERA,CIUDAD DE MÉXICO
"GOMEZ GALLARDO,VIRIDIANA",ELABORACION DE PRODUCTOS DE PANADERIA Y TORTILLAS,NUEVO LEÓN
"JUAREZ RANGEL,ARISTEO",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,NUEVO LEÓN
"LOPEZ Y COLOME,JORGE ALBERTO",DIRECCION DE CORPORATIVOS Y EMPRESAS,JALISCO
"ZARAGOZA GUTIERREZ,DANIEL",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,CIUDAD DE MÉXICO
"PÉREZ MORET,YOHAN",SERVICIOS DE ARQUITECTURA  INGENIERIA Y ACTIVIDADES RELACIONADAS,TAMAULIPAS
"GARZA RUIZ,MARISELA",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,NUEVO LEÓN
"RAMÍREZ SÁENZ,DÍANA",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,GUANAJUATO
"RODRIGUEZ SANCHEZ,ANIBAL IGOR",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,CHIHUAHUA
"NIEVES RODRIGUEZ,JORGE",OTRAS INDUSTRIAS MANUFACTURERAS,CIUDAD DE MÉXICO
"DE LA PEÑA SÁNCHEZ,OCTAVIO",FABRICACION DE MAQUINARIA Y EQUIPO PARA LAS ACTIVIDADES AGROPECUARIAS PARA LA CONSTRUCCION Y PARA LA,VERACRUZ DE IGNACIO DE LA LLAVE
"SALAS SÁNCHEZ,JORGE HUMBERTO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,YUCATÁN
"CÁRDENAS VENEGAS,SERGIO ANTONIO",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,CIUDAD DE MÉXICO
"OCAÑA RANGEL,WILLIE OSSIEL",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,GUANAJUATO
"MUÑOZ DEL RIO,ROBERTO ARTURO",MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACION,DURANGO
"MARTINEZ SOSA,MARIA CRISTINA",OTRAS INDUSTRIAS ALIMENTARIAS,CIUDAD DE MÉXICO
"COVARRUBIAS ROSAS,MANUEL ALEJANDRO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,JALISCO
"ROMERO LOMELIN,GENARO",SERVICIOS DE CONSULTORIA EN COMPUTACION,SONORA
"BARRERA BUCIO,MAURICIO",OTROS TRABAJOS ESPECIALIZADOS PARA LA CONSTRUCCION,QUERÉTARO
"CHIAPA ZENON,ANTONIO",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,CIUDAD DE MÉXICO
"MENDEZ HERNANDEZ,ARMANDO",INDUSTRIA DE LAS BEBIDAS,CIUDAD DE MÉXICO
"YAJLENSKY TARIK,MIRKOV",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,COLIMA
"RODRIGUEZ MONTELLANO,JOSE LUIS",MOLDEO POR FUNDICION DE PIEZAS METALICAS,AGUASCALIENTES
"COTA FONCERRADA,ADOLFO RAMÓN",DISE?O ESPECIALIZADO,JALISCO
"HUERTA JIMENEZ,JORGE OCTAVIO",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,SONORA
"GARCIA RODRIGUEZ,MARTIN CARLOS",FABRICACION DE PRODUCTOS QUIMICOS BASICOS,COAHUILA DE ZARAGOZA
"MORALES GAITAN,SAMUEL BEDRICH",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,OAXACA
"NAVARRETE SANTIAGO,JESUS IRVING",SERVICIOS DE APOYO A LA EDUCACION,NUEVO LEÓN
"SANCHEZ RAMIREZ,JOSE CRUZ",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,MÉXICO
"DIAZ PIER,MARISSA",SERVICIOS DE INVESTIGACION CIENTIFICA Y DESARROLLO,MÉXICO
"VILLATORO HERRERA,MARIN DE JESÚS",FABRICACION DE PRODUCTOS METALICOS FORJADOS Y TROQUELADOS,MÉXICO
"BARCELO ROJAS,CARLOS ALBERTO",EXPLOTACION DE BOVINOS,CHIAPAS
"VILLARREAL DE LA GARZA,SONIA",SERVICIOS DE CONSULTORIA ADMINISTRATIVA  CIENTIFICA Y TECNICA,COAHUILA DE ZARAGOZA
"CRUZ VENEGAS,LUIS ARTURO",OTROS SERVICIOS PROFESIONALES  CIENTIFICOS Y TECNICOS,MÉXICO
"ZAPATA ALVARADO,ADRIAN",FABRICACION DE OTRA MAQUINARIA Y EQUIPO PARA LA INDUSTRIA EN GENERAL,CHIHUAHUA
"PORTILLO AMAVISCA,NICOLAS",CULTIVO DE FRUTALES Y NUECES,CHIHUAHUA
